"Date","Returns"
164,0.166155242757298
165,-0.236649738536127
166,-0.126154450861646
167,-0.407459731170936
168,-0.469000701406096
169,-0.327960710360157
170,0.121429823499056
171,0.0501279390494603
172,0.298220250058982
173,-0.122428397303221
174,0.178959293930521
175,0.36171944051183
176,-0.0204335363262594
177,0.153078110525796
178,0.0905835016204898
179,-0.205396172725196
180,-0.110437753992263
181,0.702306546793611
182,-0.0490556093149353
183,0.393643418207736
184,-1.23325823657094
185,0.149133301272868
186,-0.554623266111137
187,0.167235959869295
188,0.136260318041345
189,0.537289794338179
190,0.377167879743222
191,0.0498739023418411
192,-0.296462080213533
193,0.979177238299178
194,-0.533177461452294
195,-0.00108085685477775
196,-0.603143055098734
197,-0.0687550321287713
198,-0.109279503640217
199,-0.0278173744076537
200,0.607793180269424
201,0.229674893471114
202,-0.229280053258107
203,-0.165906101272261
204,-0.102524143370458
205,-0.0303352002534006
206,-0.614427263858469
207,0.142474191641612
208,-0.637577854653527
209,-0.125520709080768
210,0.557902143908001
211,-0.2501157607962
212,-0.0110531747520597
213,-0.0737417228849675
214,-0.0448197166703859
215,-0.245667637642127
216,0.131247580163226
217,-0.243544403596984
218,0.0847443129962281
219,0.299414800921375
220,0.608246528300411
221,0.0579218308287302
222,0.400363344874146
223,-0.0358859675203521
224,-0.247243365684849
225,0.221491558916982
226,-1.14337905666581
227,-0.0405750075773707
228,-0.0435063907935833
229,0.171518243717255
230,0.376379518225635
231,0.0214597822492364
232,0.226359746286031
233,0.778003697555928
234,-0.0774258597634541
235,-0.0654705436134768
236,-0.159908203913856
237,1.52465611657327
238,-0.706225603583354
239,-0.163751828411443
240,0.00146436241665316
241,-0.118078476105285
242,-0.133803385422721
243,0.480945635093522
244,-0.3211245059985
245,0.0238304024318727
246,0.518410262913139
247,0.118975290262566
248,0.560853212252404
249,-0.192049551002161
250,0.384294704612496
251,0.420998970809348
252,0.125017002632137
253,-0.681538765309682
254,-0.221360376537304
255,-0.105955241721425
256,-0.159991784889646
257,0.167759980099289
258,-0.135146028126356
259,0.593921997468856
260,0.337616089029011
261,1.08297436369917
262,1.84627105943757
263,-0.165916343322441
264,1.08862723784459
265,-0.47089933711551
266,-0.267188492311818
267,0.669557033575717
268,-0.22359002468776
269,-0.605103591316909
270,-0.0479517686244347
271,-0.00194971827965304
272,-0.743001123041384
273,0.351925837664746
274,-0.31351532642094
275,-0.041381014033606
276,-0.217438659734912
277,0.00896065196747248
278,0.112993619207541
279,0.125663912066162
280,-0.662675326887079
281,0.108483342868411
282,0.0105393600938414
283,-0.233158134003334
284,0.029729429099696
285,0.482007070379396
286,0.180259525199869
287,0.316017268063771
288,-0.717476905528546
289,0.143768778362198
290,0.686328581636242
291,0.00176600881894845
292,-0.401621003088264
293,0.482920263799433
294,-0.0681689778247797
295,-0.160344737188178
296,-0.172965420839399
297,0.10238140542534
298,-0.0274290858476254
299,0.102068020920642
300,-0.127946110990002
301,-0.218778476965246
302,0.13784259429006
303,0.0922039471456687
304,-0.198347335791479
305,0.300283991075801
306,-0.288000395058763
307,0.128502547250781
308,0.0648038288007285
309,0.18658666142933
310,0.884209695402553
311,-0.584361847217203
312,0.0716788419917642
313,0.323586792878034
314,0.189000859043441
315,-0.183686920979158
316,-0.413363945549396
317,-0.367586754213628
318,0.214498538300551
319,-0.187731659877651
320,0.193662356989207
321,0.221369705609397
322,0.32943943723019
323,0.294073484844929
324,0.12346983332493
325,-0.294939481889518
326,0.144275568663833
327,0.404166315978748
328,-0.385337667220832
329,-0.206799927129857
330,-0.0653799009199808
331,0.0744246282645248
332,0.00157296130147574
333,0.686279981290807
334,0.0227055230276144
335,0.41718972428895
336,-0.0522969487547538
337,0.00323122976546577
338,0.198894111713503
339,0.445045835363106
340,-0.511891575469052
341,0.0149412849029176
342,-0.166667192698999
343,0.141292615244566
344,0.282414168074115
345,-0.308371723590941
346,0.560420611280495
347,0.81097743338831
348,-0.302724639081572
349,0.762414269018598
350,-0.121035857198401
351,0.145264858157768
352,0.00145126803161463
353,-0.756573850813008
354,0.203805562238692
355,0.200710044314806
356,-0.181993366228932
357,-0.266027246505745
358,-0.125956790725988
359,-0.0708439525093772
360,0.360071423378901
361,-0.0550479335635195
362,0.51878272636091
363,0.447129086243227
364,0.0356008654932115
365,-0.428148060625764
366,0.229378145251999
367,-0.269966117261201
368,0.0290529635848929
369,0.736142607618332
370,0.509886907921501
371,0.575769907870036
372,0.398812336008668
373,-0.36432581479025
374,-0.137414841088927
375,-0.981339520414071
376,0.453982188762623
377,-0.105190074092754
378,-0.0681405960905897
379,-1.09652987423466
380,-0.0648251685597173
381,-0.0183642287066125
382,-0.229704843340783
383,0.113456890615576
384,0.20916809097727
385,-0.200346241221318
386,0.21427429888757
387,0.109894153560176
388,-0.603342718301129
389,-0.0355856211694787
390,0.0371106324552062
391,0.0966540191277586
392,0.282445583193957
393,-0.64700718153646
394,-0.618641789663017
395,0.142418423330054
396,0.0342628538938408
397,-0.155265361958836
398,-0.825744994155489
399,0.185795104817364
400,0.168732433959644
401,0.0666542025141179
402,-0.12826447524477
403,0.0472253897635917
404,-0.0273278793377493
405,-0.237198236940866
406,0.40747957300952
407,0.241136682551231
408,0.484987544457128
409,-0.37686744044167
410,0.0486421392509025
411,-0.535694135671448
412,-0.0981733236797114
413,0.898306604684648
414,0.469367201657626
415,0.358825465069855
416,-0.0553616246302205
417,0.100931905189709
418,-0.559799845385852
419,-0.995476748616285
420,0.238447933809577
421,-0.0833166259979467
422,-0.0908627021986315
423,-0.246357419791641
424,0.319141577806298
425,0.0927964956180091
426,0.210941034790741
427,-0.130552374550427
428,0.243569747920027
429,0.16721603104555
430,-0.0754604320370126
431,0.0592192167311242
432,0.74114647709432
433,-0.943776381726736
434,0.3898302390346
435,0.334200934674235
436,-0.0708157988289021
437,0.364480743125705
438,-0.0619464187956337
439,-0.0719965702108971
440,0.357653857692818
441,0.101014744539761
442,-0.103824644140819
443,0.0753963824842026
444,-0.0305057623407816
445,-0.26511772199233
446,-0.0466396551088575
447,0.444948600249905
448,0.458054995296711
449,0.176801036921235
450,0.662955530765512
451,-0.219179670589747
452,-0.095333028914617
453,-0.241951606619391
454,-0.427442476710216
455,0.0347398471933897
456,0.484300559698314
457,0.600303189213336
458,0.843702411175622
459,0.160067097167325
460,-0.338976752399703
461,-0.00904286722232311
462,0.130978957133167
463,0.157234600969997
464,-0.0839821869441418
465,0.234934791089804
466,-0.218762739410461
467,0.0750905335960659
468,-0.674152687851976
469,-0.0784264260981466
470,0.0937554897766971
471,-0.436845884018269
472,0.158216803849625
473,0.335731844994345
474,-0.559819874077821
475,-0.235264687526884
476,0.124237810943986
477,-0.447694362657082
478,-0.152256333757976
479,0.411677211925213
480,0.212741201735245
481,0.490861292351062
482,0.126349868614846
483,-0.621404306503095
484,0.812062846894399
485,-0.111640224616346
486,-0.45767737257118
487,0.231339382773486
488,0.13939371215797
489,1.02011086123545
490,0.478049069543516
491,-0.384117397922227
492,-0.199131353240775
493,0.0436576164296842
494,0.17687541598567
495,-0.147707288134899
496,-0.21533741473009
497,0.000426695106461274
498,-0.715329755119359
499,0.231896014893204
500,0.859079731586568
501,0.176016191457761
502,-0.394449785782068
503,-0.553025381983758
504,-0.0340500125078758
505,0.124553883536755
506,-0.0296088172984074
507,-0.525049362735278
508,-0.143988051143473
509,0.118989962934277
510,-0.848685015089682
511,0.267249059021487
512,-0.072241015024382
513,-0.308414026884333
514,0.3053886936369
515,-0.083687397616342
516,-0.740456943402991
517,0.113921477114849
518,0.270002759068431
519,0.112988737077752
520,0.376736373853858
521,-0.00387903910380849
522,0.0865789249904564
523,0.187157500266843
524,0.186525051912724
525,-0.0320424194457377
526,-0.159095228193671
527,-0.0917298573835171
528,0.462131416582511
529,0.227333267238455
530,0.533150543958369
531,-0.415819160532424
532,-0.540698509916404
533,-0.265717673818244
534,-0.542325002458359
535,-0.0221352761309216
536,-0.0682989545153827
537,-0.0121131743930909
538,-0.158937113161455
539,-0.0761299332246032
540,-0.456606894678387
541,-0.238767261301516
542,0.206443555083707
543,-0.294339220970808
544,0.117660305126717
545,-0.495455959732937
546,0.392365777791494
547,0.08333793414126
548,0.202353694717893
549,-0.072042630026108
550,-0.482342905633977
551,-0.594621952689006
552,0.0877317880900709
553,-0.238283426882705
554,-0.21899683795031
555,-0.100511034178914
556,-0.0390188397149325
557,-0.166579110656949
558,0.299864445571662
559,-0.117919736188193
560,-0.183435491951238
561,-0.365170435376455
562,0.287640974374228
563,0.203811497336013
564,0.0141951102055658
565,0.251014327355934
566,0.207817403908208
567,-0.504861552009313
568,0.234414866262584
569,0.70844560073605
570,-0.378619197129642
571,0.194551937160137
572,0.390691633098178
573,0.416725114907728
574,-0.000364206611606544
575,-0.105654520530745
576,0.448978445376131
577,-0.0860846758353
578,0.884386264327001
579,0.109322778324439
580,-0.256248775326313
581,0.257402408413569
582,0.117010617832348
583,-0.109605906710524
584,0.200364963075952
585,-0.246126943071236
586,0.225131428740489
587,-0.791215376333603
588,-0.194558811557586
589,0.318558482428019
590,-0.302597506127583
591,-0.00900352737601699
592,0.0518979495906125
593,0.441068564400719
594,0.36846384487311
595,0.325145090484568
596,0.923662615390171
597,0.402928489666346
598,0.0613279639893971
599,0.110331946923598
600,0.458963986196521
601,-0.539227755930544
602,-0.178704393209437
603,0.163881231579706
604,0.328359746614654
605,-0.619610202026873
606,0.131799840700941
607,0.924586398579428
608,0.342176911081772
609,-0.153030755608323
610,-0.359917882978848
611,0.131152408577368
612,0.28084962768411
613,0.617998790204508
614,0.0229140314997109
615,0.894432313828855
616,-0.24866940871637
617,-0.0638353918576039
618,0.296854172736898
619,0.890439295353332
620,-0.114246926478474
621,-0.663908188800744
622,0.701009603621931
623,0.552741576867644
624,-0.379355510916259
625,0.0177405731083014
626,-0.0304647228125623
627,0.234775716272662
628,-0.624389903284498
629,-0.300323733422073
630,-0.269125060375836
631,0.916488285196513
632,0.904881176336827
633,0.240582793408904
634,-0.477570885671148
635,0.306069892834135
636,-0.0575911149201722
637,0.430159031321846
638,-0.493595206713406
639,0.184265866060648
640,-0.0629964037333499
641,2.14877001568247
642,0.25110173152285
643,-1.08648852132912
644,-0.885176227985311
645,0.255291447726666
646,0.239267518993435
647,-0.283412270628399
648,-0.126324707991407
649,0.0736654016904858
650,0.41808175259969
651,-0.130177820399068
652,0.0220918423585848
653,-0.140176445596242
654,-0.08307625970921
655,-0.148850727817223
656,0.782031260086564
657,-0.820674447021166
658,0.294859039049795
659,-0.015085830834528
660,0.359728219150257
661,0.145793099439345
662,-0.0865429168149603
663,0.170299603555046
664,0.519293828010587
665,0.014828777746182
666,-0.102509658482066
667,0.192997626416202
668,-0.0309326924251282
669,0.941386403561597
670,-0.208842503363149
671,-0.122721478529483
672,-0.0488868177939137
673,0.68051388517673
674,-0.239056539522789
675,0.199725569465375
676,-0.295896196256437
677,0.296544864956136
678,0.770615248383708
679,-0.444205906569554
680,-0.633992232907358
681,-0.136915310144068
682,0.104056190781647
683,-0.0921689410125834
684,-0.14383499519579
685,0.0311524295050026
686,0.615350369268451
687,0.0607612688804406
688,-0.0126439574564247
689,-0.170869946925774
690,-0.159252108650804
691,0.0329330417846156
692,-0.186849572038131
693,-0.0353855950394012
694,0.383104170960912
695,-0.300394978244003
696,0.1316065786377
697,0.328990206357184
698,-0.28625264241082
699,0.811252945608449
700,-1.16717380308681
701,0.330866843862567
702,-0.0112119370660548
703,-0.496289086610796
704,-0.00558323730538318
705,-0.0607068606316774
706,0.0734619814613594
707,0.258843633593608
708,0.108093131670458
709,-0.277049621364171
710,-0.314128309926927
711,0.500172703276425
712,-0.18338848477376
713,-0.0153477832229808
714,0.172010808838632
715,0.290345885790246
716,1.72577926624444
717,-0.0687506122816219
718,0.374913654998418
719,-0.0761980462215784
720,0.362035411712703
721,-0.494394812866429
722,-0.196128365780345
723,0.538460531430298
724,-0.267943221593562
725,-0.574685847677335
726,0.410126697934829
727,-0.293904791294779
728,-0.0141066041006206
729,0.183777411210741
730,0.178530086165615
731,-0.369301837903637
732,0.224010108888216
733,0.460531735455738
734,-0.108018273360378
735,-0.381061347427672
736,0.585073338187339
737,0.149722882744948
738,-0.0098745012974704
739,-0.13195871885938
740,0.560698634612265
741,-0.295952664016179
742,0.423718064137554
743,0.0626275920789726
744,-0.0432847453431754
745,0.316663607674177
746,0.848351701495002
747,-0.349004237500157
748,0.216430781398242
749,0.415372122970194
750,-0.65714205584399
751,-0.259433201772859
752,-0.0667043566019436
753,-0.223302128220994
754,0.673175681984362
755,0.148171395675897
756,-0.36216876310435
757,-0.0494341575418909
758,-0.689496571089952
759,-0.590744543169183
760,0.09353759929818
761,-0.0443993513643817
762,0.124383167936599
763,-0.159393831435085
764,0.262336152489705
765,0.0265001566416144
766,0.303543784975977
767,0.00127108782556662
768,0.509219948929005
769,-0.141146188127857
770,-0.21592565844826
771,-0.163851756447895
772,0.837957610088261
773,-0.00646371731207286
774,0.604857196972533
775,-0.395897289560046
776,-0.105779981790227
777,-0.127404286369035
778,-0.180762378215998
779,0.372277968471564
780,0.688629859698794
781,0.292490082123457
782,-0.738307873654636
783,0.30454851931126
784,-0.51070295817745
785,0.223950142891984
786,-0.496136357598862
787,-0.198075942382947
788,-0.0790227621664181
789,-0.177237698819031
790,0.0880985805392036
791,-0.111752819387073
792,0.335390938858875
793,-0.286052754077819
794,0.640355682850061
795,-0.0417514998855683
796,0.14051783186602
797,-0.347722407064045
798,-0.513992493222616
799,-0.260527419506456
800,-0.196893654442735
801,-0.00516490235437392
802,-0.0485693150788295
803,0.535512636648928
804,0.481387142648732
805,0.0333463938982299
806,-0.0575162884698509
807,0.130708916285543
808,-0.228360072004504
809,-0.13821440104207
810,0.219918650832509
811,0.0247224605130245
812,0.978013694420859
813,0.594370646966752
814,0.160594026679026
815,0.482725167165522
816,0.212384884119656
817,-0.061041807679125
818,1.03938791024718
819,1.454922836734
820,-0.798432403268016
821,-0.060889084360125
822,0.316653087270488
823,-0.0622618708784213
824,0.404601611579178
825,0.243263156700334
826,-0.329323724606043
827,-0.283494327803307
828,-0.0274603617103234
829,-0.102942951119597
830,-0.365534721395627
831,0.82287473093081
832,0.295379394177989
833,-0.497850908418488
834,-0.292762960149525
835,0.110742093259509
836,0.131240294296498
837,-0.369572648295269
838,0.0872560916257174
839,0.137553952981682
840,-0.345376219046342
841,0.999364021916943
842,0.227806344582523
843,-0.251119737018229
844,-0.251665550956516
845,-0.0478667278785548
846,0.0319335279601497
847,-0.422586286907108
848,-0.0230036054635216
849,0.0939391207389479
850,-0.156622779904543
851,-0.861926774208174
852,-0.0344515776828887
853,0.296166600892708
854,0.37188616241925
855,-0.245066632761363
856,-0.240846758647655
857,-0.213430796385254
858,-0.160469720494892
859,-0.0921492969871292
860,0.619032175673959
861,0.371871407468886
862,0.893215519060545
863,-0.761594585936481
864,0.195003340745429
865,-0.0117733532693281
866,0.364356459372724
867,0.340345664811484
868,0.133817001322799
869,0.349224295562244
870,-1.07530639425302
871,-0.155998873117257
872,-0.132566765144013
873,0.164892719834591
874,0.33087326246327
875,-0.529156795681869
876,0.44905151040877
877,0.652765872731305
878,0.182894012606551
879,0.708315511443132
880,-0.0840834324998787
881,0.290740914890212
882,-0.428556870538255
883,-0.24454470974304
884,0.182327903065026
885,-0.099432862484098
886,-0.251881529569179
887,0.31925996562513
888,0.437136483871908
889,-0.0638511639451961
890,0.799526419058904
891,0.862673239168541
892,0.232629917801456
893,-0.29385548447841
894,0.258214071475028
895,-0.352002999769275
896,-0.0711688061357615
897,0.160839419227951
898,-0.128343428118764
899,0.158606472061826
900,0.16098631701104
901,0.304140347303783
902,0.30480302880703
903,0.015659632389646
904,0.166972333089892
905,0.262477919894284
906,0.523897295789524
907,-0.365171995767986
908,-0.192664932485335
909,-0.0506199613821792
910,-0.335776267827691
911,1.04237650065903
912,-0.116068679458344
913,0.00203790857750762
914,-0.239453658215684
915,0.545201726290105
916,0.0527042710866102
917,-0.322477815569775
918,-0.103930860309949
919,-0.617531437311189
920,-0.313766236720607
921,0.225609536805799
922,-0.385582501711827
923,0.111481334613594
924,-0.105438990899603
925,-0.119910324929883
926,0.160876924164339
927,-0.0374029758143304
928,0.364833285665506
929,0.314892630671609
930,0.129306109599976
931,-0.0272454418090937
932,2.23564508083335
933,-0.0141198235083826
934,0.812928237277098
935,-1.11420236459195
936,-0.0838442034926885
937,0.217756578546441
938,0.78198279027124
939,-0.479153920396246
940,-0.0299044832905125
941,-0.736890999468164
942,-0.0100825063871479
943,-0.103763994198576
944,0.178437984117005
945,0.405916809567527
946,0.75740407620252
947,-0.0678653179109875
948,-0.00172318257784861
949,0.543090451371465
950,-0.80439461772199
951,0.596911374226278
952,0.655495127269883
953,-0.56724493011374
954,-0.135881648221532
955,0.27183042425948
956,0.111227652139895
957,-0.0558982193068858
958,-0.422744955089523
959,-0.352696161747117
960,-0.0212438611642958
961,-0.636164205505261
962,0.091217280017351
963,0.0306478763490494
964,0.0827454875666216
965,0.197493061205778
966,-0.0867621380333337
967,0.0328604809639599
968,-0.421009599367185
969,-0.0235455007336227
970,-0.211492558994612
971,0.442125125260935
972,-0.0994087521104265
973,0.193603714270965
974,-0.15261038219145
975,0.325976504343426
976,0.0672375742576746
977,-0.262324947102843
978,-0.456283282194804
979,0.572694554386241
980,0.145785758485308
981,-0.238196731422953
982,-0.2313998403808
983,0.221188912051701
984,0.494704615790063
985,0.362385303233493
986,0.471752211421528
987,-0.488145720783231
988,-0.116727353508563
989,-0.382279050565919
990,-0.0136491454851283
991,-0.557611152036199
992,-0.26191922886558
993,0.00685829461030857
994,0.106338315588206
995,-0.234545950773007
996,1.0172856582328
997,-0.176067099373306
998,0.0483814597935051
999,0.0665118540475236
1000,0.410767999253525
